train/loss_step,train/loss_term_reconstruction_step,train/loss_term_mask_step,train/loss_term_E_step,train/loss_term_z_basal_step,train/gradient_norm,epoch,step,val/loss,val/loss_term_reconstruction,val/loss_term_mask,val/loss_term_E,val/loss_term_z_basal,val/frac_mask_freq_geq_0.5,val/frac_mask_freq_geq_0.8,val/frac_mask_freq_leq_0.2,train/loss_epoch,train/loss_term_reconstruction_epoch,train/loss_term_mask_epoch,train/loss_term_E_epoch,train/loss_term_z_basal_epoch
2220.87939453125,2210.17138671875,3.038861036300659,0.00024440011475235224,7.668847560882568,549.5199584960938,0,49,,,,,,,,,,,,,
,,,,,,0,57,2247.31787109375,2236.195556640625,4.4075188636779785,0.00042972396477125585,6.714190483093262,0.3972499966621399,0.0,0.0,,,,,
,,,,,,0,57,,,,,,,,,2365.24267578125,2346.423095703125,3.0959713459014893,0.00015147755038924515,15.723528861999512
2251.112060546875,2242.044677734375,3.085158586502075,0.00048203751794062555,5.982089042663574,22.530975341796875,1,99,,,,,,,,,,,,,
,,,,,,1,115,2220.87109375,2210.173583984375,4.3951592445373535,0.0008469668682664633,6.300995349884033,0.22914285957813263,0.0,0.0,,,,,
,,,,,,1,115,,,,,,,,,2235.439697265625,2226.31884765625,3.085825204849243,0.00044326024362817407,6.035029888153076
2232.486572265625,2222.02294921875,3.137462615966797,0.0007251652423292398,7.325562953948975,21.812158584594727,2,149,,,,,,,,,,,,,
,,,,,,2,173,2202.4765625,2190.559814453125,4.36782693862915,0.0012619217159226537,7.547664165496826,0.13573214411735535,0.0,0.0,,,,,
,,,,,,2,173,,,,,,,,,2213.482666015625,2203.41552734375,3.0728297233581543,0.0007388477679342031,6.993715763092041
2218.593505859375,2207.15234375,3.151007652282715,0.0011602136073634028,8.288707733154297,20.199430465698242,3,199,,,,,,,,,,,,,
,,,,,,3,231,2187.638427734375,2174.47119140625,4.345641136169434,0.001817784272134304,8.820459365844727,0.08635714650154114,0.0,0.0,,,,,
,,,,,,3,231,,,,,,,,,2196.874755859375,2185.537109375,3.0572752952575684,0.00104678759817034,8.279267311096191
2207.62353515625,2195.46240234375,2.9309518337249756,0.001421830733306706,9.228757858276367,21.082456588745117,4,249,,,,,,,,,,,,,
,,,,,,4,289,2174.771484375,2160.524169921875,4.331594944000244,0.0025627820286899805,9.91341495513916,0.05412499979138374,0.0,0.0,,,,,
,,,,,,4,289,,,,,,,,,2182.934814453125,2170.4951171875,3.0398755073547363,0.001504978514276445,9.397937774658203
2183.134521484375,2169.73388671875,2.9638900756835938,0.0019608731381595135,10.434577941894531,30.785402297973633,5,299,,,,,,,,,,,,,
,,,,,,5,347,2162.4521484375,2147.594482421875,4.315901279449463,0.0033319040667265654,10.538578987121582,0.032303571701049805,0.0,0.0,,,,,
,,,,,,5,347,,,,,,,,,2170.146728515625,2156.977294921875,3.0262818336486816,0.0020464216358959675,10.14090347290039
2177.665771484375,2163.980712890625,3.0408051013946533,0.002101269317790866,10.641769409179688,19.608102798461914,6,349,,,,,,,,,,,,,
2156.498779296875,2142.926513671875,2.9933414459228516,0.0032670595683157444,10.575556755065918,19.608102798461914,6,399,,,,,,,,,,,,,
,,,,,,6,405,2151.78515625,2136.665771484375,4.2815070152282715,0.004193467553704977,10.833547592163086,0.018535714596509933,0.0,0.0,,,,,
,,,,,,6,405,,,,,,,,,2158.366455078125,2144.761474609375,3.010831117630005,0.0026793978177011013,10.591777801513672
2112.842041015625,2098.7197265625,2.9336323738098145,0.0040237936191260815,11.184654235839844,31.90962028503418,7,449,,,,,,,,,,,,,
,,,,,,7,463,2140.64453125,2125.353759765625,4.259364128112793,0.005453814286738634,11.026385307312012,0.010874999687075615,0.0,0.0,,,,,
,,,,,,7,463,,,,,,,,,2147.624755859375,2133.7333984375,2.995697498321533,0.003377179615199566,10.8923921585083
2150.20556640625,2136.03564453125,3.149221897125244,0.004484957084059715,11.016268730163574,19.934833526611328,8,499,,,,,,,,,,,,,
,,,,,,8,521,2130.47021484375,2115.13818359375,4.234811305999756,0.006660178303718567,11.09035587310791,0.006196428555995226,0.0,0.0,,,,,
,,,,,,8,521,,,,,,,,,2137.037841796875,2122.956298828125,2.977261543273926,0.00410481495782733,11.100141525268555
2119.844970703125,2105.57666015625,2.9768826961517334,0.005452707409858704,11.286062240600586,19.988418579101562,9,549,,,,,,,,,,,,,
,,,,,,9,579,2121.07470703125,2105.635009765625,4.2208075523376465,0.007951853796839714,11.210633277893066,0.0037678570952266455,0.0,0.0,,,,,
,,,,,,9,579,,,,,,,,,2127.18505859375,2112.902099609375,2.9633100032806396,0.005112957675009966,11.314301490783691
2092.27783203125,2077.76806640625,3.014549970626831,0.0062227873131632805,11.488987922668457,21.618436813354492,10,599,,,,,,,,,,,,,
,,,,,,10,637,2111.98681640625,2096.247802734375,4.193207263946533,0.009592774324119091,11.536158561706543,0.0024285714607685804,0.0,0.0,,,,,
,,,,,,10,637,,,,,,,,,2117.87841796875,2103.40673828125,2.951798915863037,0.006083853542804718,11.513455390930176
2109.657470703125,2095.156494140625,2.9868693351745605,0.006914929952472448,11.506998062133789,23.50771713256836,11,649,,,,,,,,,,,,,
,,,,,,11,695,2103.3486328125,2087.319091796875,4.1726789474487305,0.011022206395864487,11.845999717712402,0.001571428612805903,0.0,0.0,,,,,
,,,,,,11,695,,,,,,,,,2108.96142578125,2094.3232421875,2.9333620071411133,0.007162290159612894,11.697397232055664
2096.77294921875,2082.348876953125,2.7340002059936523,0.008403833024203777,11.681665420532227,18.810171127319336,12,699,,,,,,,,,,,,,
2102.6103515625,2087.578857421875,3.021749258041382,0.00974003691226244,11.999882698059082,18.810171127319336,12,749,,,,,,,,,,,,,
,,,,,,12,753,2095.4892578125,2079.301513671875,4.147732257843018,0.012799513526260853,12.027259826660156,0.0011785713722929358,0.0,0.0,,,,,
,,,,,,12,753,,,,,,,,,2100.82568359375,2086.094970703125,2.917731761932373,0.008448886685073376,11.804254531860352
2077.778564453125,2062.714599609375,3.0844357013702393,0.010792991146445274,11.968603134155273,18.0087890625,13,799,,,,,,,,,,,,,
,,,,,,13,811,2088.2373046875,2072.26171875,4.120779991149902,0.014885716140270233,11.839558601379395,0.0008392857271246612,0.0,0.0,,,,,
,,,,,,13,811,,,,,,,,,2093.071044921875,2078.20361328125,2.9006099700927734,0.009557578712701797,11.957088470458984
2085.854248046875,2071.290283203125,2.960292339324951,0.01169069204479456,11.591981887817383,23.652963638305664,14,849,,,,,,,,,,,,,
,,,,,,14,869,2081.427734375,2065.24072265625,4.099596977233887,0.01690112240612507,12.070268630981445,0.0006785714067518711,0.0,0.0,,,,,
