train/loss_step,train/loss_term_reconstruction_step,train/loss_term_mask_step,train/loss_term_E_step,train/loss_term_z_basal_step,train/gradient_norm,epoch,step,val/loss,val/loss_term_reconstruction,val/loss_term_mask,val/loss_term_E,val/loss_term_z_basal,val/frac_mask_freq_geq_0.5,val/frac_mask_freq_geq_0.8,val/frac_mask_freq_leq_0.2,train/loss_epoch,train/loss_term_reconstruction_epoch,train/loss_term_mask_epoch,train/loss_term_E_epoch,train/loss_term_z_basal_epoch
,,,,,,9,959,1572.834228515625,1554.4521484375,3.7144410610198975,0.04476547613739967,14.623021125793457,0.0057142856530845165,0.0,0.0,,,,,
,,,,,,9,959,,,,,,,,,1565.9871826171875,1550.7874755859375,0.4795909523963928,0.005250002723187208,14.715447425842285
1549.571533203125,1534.1815185546875,0.486502468585968,0.006433262024074793,14.897071838378906,48.06100845336914,10,999,,,,,,,,,,,,,
1559.612548828125,1544.7080078125,0.44327521324157715,0.00613895058631897,14.455072402954102,48.06100845336914,10,1049,,,,,,,,,,,,,
,,,,,,10,1055,1566.2093505859375,1548.0118408203125,3.69553804397583,0.05276753380894661,14.44906234741211,0.007532467599958181,0.0,0.0,,,,,
,,,,,,10,1055,,,,,,,,,1559.113525390625,1544.0106201171875,0.4769067168235779,0.0062441774643957615,14.619000434875488
1555.7213134765625,1540.4913330078125,0.4609818458557129,0.007035260554403067,14.761919975280762,26.615859985351562,11,1099,,,,,,,,,,,,,
1548.593994140625,1533.578857421875,0.45690932869911194,0.00752729456871748,14.550686836242676,26.615859985351562,11,1149,,,,,,,,,,,,,
,,,,,,11,1151,1560.1619873046875,1542.21923828125,3.6689300537109375,0.06115906313061714,14.212772369384766,0.009740259498357773,0.0,0.0,,,,,
,,,,,,11,1151,,,,,,,,,1552.88232421875,1537.9320068359375,0.4742244780063629,0.007361716125160456,14.46877670288086
1542.1373291015625,1527.5985107421875,0.46280479431152344,0.008326651528477669,14.067584037780762,20.526870727539062,12,1199,,,,,,,,,,,,,
,,,,,,12,1247,1554.6351318359375,1536.809326171875,3.646121025085449,0.0693301111459732,14.11037826538086,0.012597402557730675,0.0,0.0,,,,,
,,,,,,12,1247,,,,,,,,,1547.2467041015625,1532.4588623046875,0.470676451921463,0.008450252935290337,14.308895111083984
1543.4735107421875,1528.70458984375,0.46678146719932556,0.00941390823572874,14.292617797851562,24.34882354736328,13,1249,,,,,,,,,,,,,
1529.996337890625,1515.098388671875,0.47772255539894104,0.009896933101117611,14.410168647766113,24.34882354736328,13,1299,,,,,,,,,,,,,
,,,,,,13,1343,1549.730224609375,1531.829345703125,3.6401004791259766,0.08203480392694473,14.178894996643066,0.016103895381093025,0.0,0.0,,,,,
,,,,,,13,1343,,,,,,,,,1542.4302978515625,1527.7166748046875,0.4681645631790161,0.00968917366117239,14.235815048217773
1541.1351318359375,1526.6375732421875,0.46520501375198364,0.010832318104803562,14.021306037902832,21.494976043701172,14,1349,,,,,,,,,,,,,
1546.0205078125,1531.020751953125,0.4728066027164459,0.010656683705747128,14.516252517700195,21.494976043701172,14,1399,,,,,,,,,,,,,
,,,,,,14,1439,1545.486572265625,1527.5072021484375,3.597451686859131,0.09257620573043823,14.289322853088379,0.019610390067100525,0.0,0.0,,,,,
,,,,,,14,1439,,,,,,,,,1537.6160888671875,1522.87841796875,0.4654751420021057,0.010988808237016201,14.26102066040039
1520.910400390625,1506.156005859375,0.46301501989364624,0.011796725913882256,14.279729843139648,21.405176162719727,15,1449,,,,,,,,,,,,,
1556.36279296875,1541.3212890625,0.4769105017185211,0.013071902096271515,14.551576614379883,21.405176162719727,15,1499,,,,,,,,,,,,,
,,,,,,15,1535,1541.4117431640625,1523.38134765625,3.5841543674468994,0.10118288546800613,14.345065116882324,0.023441558703780174,0.0,0.0,,,,,
,,,,,,15,1535,,,,,,,,,1533.433837890625,1518.61669921875,0.4631448984146118,0.012331652455031872,14.341907501220703
1552.43359375,1537.76806640625,0.45373624563217163,0.01353368628770113,14.19819450378418,23.317964553833008,16,1549,,,,,,,,,,,,,
1526.453369140625,1511.181640625,0.4614512324333191,0.014182185754179955,14.796124458312988,23.317964553833008,16,1599,,,,,,,,,,,,,
,,,,,,16,1631,1537.6549072265625,1519.595703125,3.574522018432617,0.11330336332321167,14.371620178222656,0.027012987062335014,0.0,0.0,,,,,
,,,,,,16,1631,,,,,,,,,1529.45068359375,1514.5079345703125,0.46036994457244873,0.013785661198198795,14.468592643737793
1538.5584716796875,1523.588134765625,0.4456133246421814,0.014742204919457436,14.509958267211914,26.40977668762207,17,1649,,,,,,,,,,,,,
1533.46533203125,1518.3597412109375,0.44108954071998596,0.014833700843155384,14.64958667755127,26.40977668762207,17,1699,,,,,,,,,,,,,
,,,,,,17,1727,1534.2789306640625,1516.0286865234375,3.552241802215576,0.12486549466848373,14.573205947875977,0.030909091234207153,0.0,0.0,,,,,
,,,,,,17,1727,,,,,,,,,1525.8739013671875,1510.8182373046875,0.45798537135124207,0.015346203930675983,14.582441329956055
1535.5863037109375,1520.2027587890625,0.45345011353492737,0.015449156053364277,14.914645195007324,28.580427169799805,18,1749,,,,,,,,,,,,,
1523.999267578125,1508.8751220703125,0.4912271499633789,0.01769586279988289,14.615206718444824,28.580427169799805,18,1799,,,,,,,,,,,,,
,,,,,,18,1823,1530.9871826171875,1512.583740234375,3.5311312675476074,0.13823050260543823,14.734018325805664,0.03487012907862663,0.0,0.0,,,,,
,,,,,,18,1823,,,,,,,,,1522.4609375,1507.255859375,0.45498842000961304,0.016890423372387886,14.733209609985352
1532.6253662109375,1517.135009765625,0.46786245703697205,0.019307656213641167,15.003137588500977,24.819429397583008,19,1849,,,,,,,,,,,,,
1518.0709228515625,1502.3714599609375,0.48205438256263733,0.019732419401407242,15.197578430175781,24.819429397583008,19,1899,,,,,,,,,,,,,
,,,,,,19,1919,1528.14501953125,1509.5931396484375,3.5150530338287354,0.15304557979106903,14.883991241455078,0.037532467395067215,0.0,0.0,,,,,
,,,,,,19,1919,,,,,,,,,1519.34375,1503.99560546875,0.45338574051856995,0.018635328859090805,14.876239776611328
1521.6295166015625,1506.174072265625,0.44721612334251404,0.019044572487473488,14.989152908325195,26.612159729003906,20,1949,,,,,,,,,,,,,
1522.3511962890625,1507.0406494140625,0.4554566740989685,0.020532827824354172,14.834539413452148,26.612159729003906,20,1999,,,,,,,,,,,,,
,,,,,,20,2015,1525.2222900390625,1506.5921630859375,3.5105702877044678,0.16572757065296173,14.953993797302246,0.041428569704294205,0.0,0.0,,,,,
,,,,,,20,2015,,,,,,,,,1516.3604736328125,1500.8817138671875,0.4507359266281128,0.02031119540333748,15.007914543151855
1524.9993896484375,1509.44970703125,0.4519260823726654,0.022170759737491608,15.075431823730469,24.285676956176758,21,2049,,,,,,,,,,,,,
1493.4788818359375,1477.9515380859375,0.4588410258293152,0.023315763100981712,15.045148849487305,24.285676956176758,21,2099,,,,,,,,,,,,,
,,,,,,21,2111,1522.4959716796875,1503.8026123046875,3.4832000732421875,0.1800091713666916,15.029932975769043,0.04616883024573326,0.0,0.0,,,,,
,,,,,,21,2111,,,,,,,,,1513.4876708984375,1497.898193359375,0.4483191668987274,0.022128669545054436,15.119110107421875
1506.3470458984375,1490.9139404296875,0.44250041246414185,0.026082169264554977,14.964546203613281,23.292213439941406,22,2149,,,,,,,,,,,,,
1516.84326171875,1501.249755859375,0.4379549026489258,0.024441618472337723,15.131204605102539,23.292213439941406,22,2199,,,,,,,,,,,,,
,,,,,,22,2207,1520.156982421875,1501.403564453125,3.4605822563171387,0.19396255910396576,15.098827362060547,0.04987012967467308,6.49350622552447e-05,0.0,,,,,
,,,,,,22,2207,,,,,,,,,1510.9410400390625,1495.2052001953125,0.4462994337081909,0.024152714759111404,15.264995574951172
1514.6934814453125,1498.956787109375,0.4521770477294922,0.02715955302119255,15.257494926452637,26.797346115112305,23,2249,,,,,,,,,,,,,
1492.5086669921875,1476.09228515625,0.4666983485221863,0.026580223813652992,15.923060417175293,26.797346115112305,23,2299,,,,,,,,,,,,,
,,,,,,23,2303,1518.3778076171875,1499.314697265625,3.444944143295288,0.21111473441123962,15.40712833404541,0.05298701301217079,6.49350622552447e-05,0.0,,,,,
,,,,,,23,2303,,,,,,,,,1508.3935546875,1492.5560302734375,0.4437498450279236,0.02608189731836319,15.367705345153809
1502.0142822265625,1485.8861083984375,0.4466927945613861,0.027873003855347633,15.653495788574219,62.885894775390625,24,2349,,,,,,,,,,,,,
1482.7606201171875,1465.157470703125,0.41940373182296753,0.02580420859158039,17.157873153686523,62.885894775390625,24,2399,,,,,,,,,,,,,
,,,,,,24,2399,1519.720703125,1498.4886474609375,3.4314827919006348,0.2299107015132904,17.570606231689453,0.05688311532139778,6.49350622552447e-05,0.0,,,,,
,,,,,,24,2399,,,,,,,,,1508.207275390625,1491.7730712890625,0.44220808148384094,0.02817554958164692,15.964359283447266
1508.3797607421875,1491.6220703125,0.4324011206626892,0.030805671587586403,16.294429779052734,45.57027053833008,25,2449,,,,,,,,,,,,,
,,,,,,25,2495,1519.0687255859375,1497.671630859375,3.406907796859741,0.24506399035453796,17.744709014892578,0.059220779687166214,0.0001298701245104894,0.0,,,,,
,,,,,,25,2495,,,,,,,,,1507.46240234375,1490.0291748046875,0.4394150972366333,0.03033559024333954,16.963693618774414
1520.281494140625,1501.401123046875,0.4374261498451233,0.03107665479183197,18.411930084228516,48.62643814086914,26,2499,,,,,,,,,,,,,
1504.8121337890625,1487.854736328125,0.44618409872055054,0.03328969329595566,16.477806091308594,48.62643814086914,26,2549,,,,,,,,,,,,,
,,,,,,26,2591,1513.0714111328125,1493.4615478515625,3.3878188133239746,0.2616457939147949,15.960649490356445,0.062337663024663925,0.00019480519404169172,0.0,,,,,
,,,,,,26,2591,,,,,,,,,1504.879638671875,1487.6678466796875,0.4369320273399353,0.032572511583566666,16.741764068603516
1504.6630859375,1488.083251953125,0.42251962423324585,0.033034659922122955,16.124221801757812,27.224504470825195,27,2599,,,,,,,,,,,,,
1505.378662109375,1489.225341796875,0.45256170630455017,0.03362811356782913,15.666982650756836,27.224504470825195,27,2649,,,,,,,,,,,,,
,,,,,,27,2687,1511.0394287109375,1491.38330078125,3.367584466934204,0.2815846800804138,16.006919860839844,0.06487012654542923,0.0002597402490209788,0.0,,,,,
,,,,,,27,2687,,,,,,,,,1501.3994140625,1484.78857421875,0.4338023364543915,0.034921783953905106,16.14232063293457
1505.3934326171875,1488.8118896484375,0.42473554611206055,0.03387973830103874,16.122772216796875,34.55033874511719,28,2699,,,,,,,,,,,,,
1487.2674560546875,1471.008544921875,0.424053817987442,0.03739031404256821,15.797422409057617,34.55033874511719,28,2749,,,,,,,,,,,,,
,,,,,,28,2783,1510.665771484375,1490.5196533203125,3.347468137741089,0.2998787760734558,16.498594284057617,0.06896103918552399,0.00045454545761458576,0.0,,,,,
,,,,,,28,2783,,,,,,,,,1500.712890625,1483.7288818359375,0.4321824610233307,0.0373024046421051,16.514179229736328
1517.7308349609375,1501.0252685546875,0.42113202810287476,0.03946616128087044,16.244953155517578,34.700538635253906,29,2799,,,,,,,,,,,,,
1492.4661865234375,1475.468505859375,0.4264599680900574,0.03895382583141327,16.53228187561035,34.700538635253906,29,2849,,,,,,,,,,,,,
,,,,,,29,2879,1507.2235107421875,1487.53125,3.337813377380371,0.3194427490234375,16.03494644165039,0.07175324857234955,0.0007142857066355646,0.0,,,,,
,,,,,,29,2879,,,,,,,,,1499.10693359375,1481.9647216796875,0.4293782413005829,0.03972814604640007,16.67279624938965
1489.216064453125,1472.6328125,0.4216022491455078,0.04141102358698845,16.120079040527344,33.28064727783203,30,2899,,,,,,,,,,,,,
1509.2662353515625,1491.5045166015625,0.42690935730934143,0.041311848908662796,17.293594360351562,33.28064727783203,30,2949,,,,,,,,,,,,,
,,,,,,30,2975,1505.6185302734375,1485.6683349609375,3.305952787399292,0.3386286199092865,16.3055477142334,0.07558441907167435,0.0010389609960839152,0.0,,,,,
,,,,,,30,2975,,,,,,,,,1495.90576171875,1478.9508056640625,0.4278964102268219,0.042328450828790665,16.48497200012207
1496.4100341796875,1478.9422607421875,0.4362186789512634,0.04521849378943443,16.986120223999023,29.29879379272461,31,2999,,,,,,,,,,,,,
1506.0106201171875,1489.4442138671875,0.4034912586212158,0.044655509293079376,16.118152618408203,29.29879379272461,31,3049,,,,,,,,,,,,,
,,,,,,31,3071,1503.48486328125,1483.7884521484375,3.285719871520996,0.36085763573646545,16.049903869628906,0.07818181812763214,0.0013636363437399268,0.0,,,,,
,,,,,,31,3071,,,,,,,,,1494.224853515625,1477.1368408203125,0.4251589775085449,0.044919371604919434,16.618350982666016
1490.752685546875,1474.403076171875,0.40916261076927185,0.04630512744188309,15.894216537475586,27.164608001708984,32,3099,,,,,,,,,,,,,
1499.2349853515625,1481.826416015625,0.405020534992218,0.04494360834360123,16.958663940429688,27.164608001708984,32,3149,,,,,,,,,,,,,
,,,,,,32,3167,1503.1669921875,1482.883544921875,3.276693344116211,0.37959304451942444,16.627239227294922,0.08175324648618698,0.0015584415523335338,0.0,,,,,
,,,,,,32,3167,,,,,,,,,1492.42724609375,1475.3773193359375,0.4224904775619507,0.04742474481463432,16.57988929748535
1496.0311279296875,1478.572998046875,0.42555516958236694,0.05178602784872055,16.98067283630371,33.465782165527344,33,3199,,,,,,,,,,,,,
1488.062744140625,1471.1884765625,0.4348326623439789,0.05349205061793327,16.385990142822266,33.465782165527344,33,3249,,,,,,,,,,,,,
,,,,,,33,3263,1500.4228515625,1480.451416015625,3.2550902366638184,0.4016870856285095,16.314483642578125,0.0842207819223404,0.0017532467609271407,0.0,,,,,
,,,,,,33,3263,,,,,,,,,1491.1279296875,1473.9580078125,0.4202110767364502,0.050119880586862564,16.700082778930664
1491.7843017578125,1474.51953125,0.4229598939418793,0.05321032553911209,16.788564682006836,25.228092193603516,34,3299,,,,,,,,,,,,,
1478.6297607421875,1461.735107421875,0.4332837164402008,0.05586661025881767,16.40541648864746,25.228092193603516,34,3349,,,,,,,,,,,,,
,,,,,,34,3359,1498.828857421875,1478.8302001953125,3.2425537109375,0.41958844661712646,16.33636474609375,0.08753246814012527,0.0020779219921678305,0.0,,,,,
,,,,,,34,3359,,,,,,,,,1488.880615234375,1471.7777099609375,0.41819584369659424,0.052795711904764175,16.631996154785156
1492.1082763671875,1475.1739501953125,0.4144963324069977,0.05363155156373978,16.46624183654785,29.359821319580078,35,3399,,,,,,,,,,,,,
1494.2073974609375,1477.0362548828125,0.40362420678138733,0.05481381341814995,16.7126522064209,29.359821319580078,35,3449,,,,,,,,,,,,,
,,,,,,35,3455,1497.4166259765625,1477.375244140625,3.2361326217651367,0.44168251752853394,16.36334800720215,0.09097402542829514,0.0025324674788862467,0.0,,,,,
,,,,,,35,3455,,,,,,,,,1487.270751953125,1470.119384765625,0.41589727997779846,0.055385299026966095,16.680347442626953
1485.1119384765625,1467.9764404296875,0.4125375747680664,0.05759007856249809,16.665382385253906,29.8558292388916,36,3499,,,,,,,,,,,,,
1469.096435546875,1452.172607421875,0.4224265217781067,0.05990789458155632,16.441570281982422,29.8558292388916,36,3549,,,,,,,,,,,,,
,,,,,,36,3551,1496.2540283203125,1476.0201416015625,3.212536334991455,0.4643873870372772,16.55714988708496,0.09344156086444855,0.003376623382791877,0.0,,,,,
,,,,,,36,3551,,,,,,,,,1485.471923828125,1468.2296142578125,0.41321200132369995,0.05833658576011658,16.770736694335938
1479.3612060546875,1462.193115234375,0.40979447960853577,0.06066010519862175,16.69765853881836,32.593685150146484,37,3599,,,,,,,,,,,,,
,,,,,,37,3647,1495.069091796875,1474.6806640625,3.1919963359832764,0.48706042766571045,16.709354400634766,0.09740259498357773,0.004090908914804459,0.0,,,,,
,,,,,,37,3647,,,,,,,,,1484.1597900390625,1466.7728271484375,0.4116140305995941,0.06105591729283333,16.913822174072266
1477.4222412109375,1459.904541015625,0.4026443064212799,0.06022791936993599,17.054899215698242,28.995397567749023,38,3649,,,,,,,,,,,,,
1473.5487060546875,1455.8089599609375,0.4230344295501709,0.06395499408245087,17.252742767333984,28.995397567749023,38,3699,,,,,,,,,,,,,
,,,,,,38,3743,1494.226318359375,1473.60302734375,3.175564765930176,0.5083848237991333,16.939220428466797,0.10058441758155823,0.004350649192929268,0.0,,,,,
,,,,,,38,3743,,,,,,,,,1484.4056396484375,1466.5704345703125,0.4092334806919098,0.06391414254903793,17.362789154052734
1473.3245849609375,1455.8018798828125,0.4139197766780853,0.06491231173276901,17.04384422302246,33.35205078125,39,3749,,,,,,,,,,,,,
1475.9779052734375,1458.377685546875,0.4227420389652252,0.0683843120932579,17.109050750732422,33.35205078125,39,3799,,,,,,,,,,,,,
,,,,,,39,3839,1493.904541015625,1472.93896484375,3.153956890106201,0.5306798219680786,17.28080177307129,0.10240259766578674,0.004935064818710089,0.0,,,,,
,,,,,,39,3839,,,,,,,,,1482.2132568359375,1464.482177734375,0.40760284662246704,0.06669320166110992,17.256620407104492
1479.9588623046875,1461.5206298828125,0.42559814453125,0.07122988998889923,17.94132423400879,52.47266387939453,40,3849,,,,,,,,,,,,,
1469.1937255859375,1451.0509033203125,0.42435479164123535,0.07148519903421402,17.646902084350586,52.47266387939453,40,3899,,,,,,,,,,,,,
,,,,,,40,3935,1492.357421875,1471.6317138671875,3.143960475921631,0.5554230809211731,17.02629280090332,0.10448051989078522,0.0057142856530845165,0.0,,,,,
,,,,,,40,3935,,,,,,,,,1482.12451171875,1464.1416015625,0.40490561723709106,0.06965845823287964,17.50855827331543
1468.7606201171875,1450.9503173828125,0.41958674788475037,0.07120566070079803,17.319507598876953,34.71742248535156,41,3949,,,,,,,,,,,,,
1490.4359130859375,1470.4217529296875,0.4066186845302582,0.07217060774564743,19.53535270690918,34.71742248535156,41,3999,,,,,,,,,,,,,
,,,,,,41,4031,1491.1605224609375,1470.3123779296875,3.112433910369873,0.5739757418632507,17.16158103942871,0.10727272927761078,0.006428571417927742,0.0,,,,,
,,,,,,41,4031,,,,,,,,,1480.1759033203125,1462.2552490234375,0.4019640386104584,0.07255781441926956,17.445755004882812
1480.9832763671875,1462.9052734375,0.42260074615478516,0.07664768397808075,17.578746795654297,32.59728240966797,42,4049,,,,,,,,,,,,,
1471.6783447265625,1453.6351318359375,0.40668827295303345,0.07838810980319977,17.558109283447266,32.59728240966797,42,4099,,,,,,,,,,,,,
,,,,,,42,4127,1489.960205078125,1468.931640625,3.092001438140869,0.596916913986206,17.339569091796875,0.10961038619279861,0.007402597460895777,0.0,,,,,
,,,,,,42,4127,,,,,,,,,1478.7042236328125,1460.6971435546875,0.40006548166275024,0.0753476694226265,17.531600952148438
1479.2303466796875,1461.0980224609375,0.4108751714229584,0.07886262238025665,17.6425724029541,41.880332946777344,43,4149,,,,,,,,,,,,,
1459.2274169921875,1440.97802734375,0.408933162689209,0.08042885363101959,17.759889602661133,41.880332946777344,43,4199,,,,,,,,,,,,,
,,,,,,43,4223,1488.9620361328125,1467.78857421875,3.081587791442871,0.6210973858833313,17.470792770385742,0.11201298981904984,0.008116883225739002,0.0,,,,,
,,,,,,43,4223,,,,,,,,,1477.6690673828125,1459.5013427734375,0.39745280146598816,0.07832421362400055,17.691892623901367
1462.254150390625,1443.896240234375,0.38642898201942444,0.08204875886440277,17.88934326171875,30.17966079711914,44,4249,,,,,,,,,,,,,
1475.5487060546875,1457.51708984375,0.4109589457511902,0.08524466305971146,17.535375595092773,30.17966079711914,44,4299,,,,,,,,,,,,,
,,,,,,44,4319,1488.183837890625,1466.9146728515625,3.067152976989746,0.6464270353317261,17.55533790588379,0.11428571492433548,0.009285714477300644,0.0,,,,,
,,,,,,44,4319,,,,,,,,,1476.56005859375,1458.2664794921875,0.3954763114452362,0.08132714033126831,17.816526412963867
1466.319580078125,1448.016357421875,0.4041619896888733,0.08549795299768448,17.81349754333496,47.298912048339844,45,4349,,,,,,,,,,,,,
1480.906494140625,1462.170654296875,0.3980378210544586,0.08837004005908966,18.24923324584961,47.298912048339844,45,4399,,,,,,,,,,,,,
,,,,,,45,4415,1487.5057373046875,1465.9830322265625,3.040701150894165,0.6660349369049072,17.81587791442871,0.11597402393817902,0.010324675589799881,0.0,,,,,
,,,,,,45,4415,,,,,,,,,1475.9217529296875,1457.455322265625,0.39287069439888,0.08429424464702606,17.98914337158203
1477.2567138671875,1458.66552734375,0.3894873261451721,0.08583054691553116,18.115896224975586,36.449100494384766,46,4449,,,,,,,,,,,,,
1462.187744140625,1443.34033203125,0.393597275018692,0.08845998346805573,18.3653621673584,36.449100494384766,46,4499,,,,,,,,,,,,,
,,,,,,46,4511,1486.4749755859375,1465.1820068359375,3.0341150760650635,0.6864643096923828,17.572513580322266,0.11785714328289032,0.0108441561460495,0.0,,,,,
,,,,,,46,4511,,,,,,,,,1474.9071044921875,1456.3377685546875,0.3904280364513397,0.0871761366724968,18.09200096130371
1477.943603515625,1459.0838623046875,0.4024556279182434,0.09344639629125595,18.363662719726562,38.49888229370117,47,4549,,,,,,,,,,,,,
1481.5841064453125,1462.86962890625,0.3799768388271332,0.0880110114812851,18.246414184570312,38.49888229370117,47,4599,,,,,,,,,,,,,
,,,,,,47,4607,1485.8389892578125,1464.11767578125,3.0050597190856934,0.7119559645652771,18.00410270690918,0.11974026262760162,0.011688311584293842,0.0,,,,,
,,,,,,47,4607,,,,,,,,,1473.981689453125,1455.2886962890625,0.3881480097770691,0.09019780904054642,18.2148494720459
1460.72900390625,1441.609130859375,0.40323781967163086,0.0972633883357048,18.619384765625,32.28346633911133,48,4649,,,,,,,,,,,,,
1483.5570068359375,1464.681396484375,0.3870232105255127,0.09508301317691803,18.39339828491211,32.28346633911133,48,4699,,,,,,,,,,,,,
,,,,,,48,4703,1485.461181640625,1463.6092529296875,2.987151622772217,0.7333243489265442,18.131370544433594,0.12071428447961807,0.012922078371047974,0.0,,,,,
,,,,,,48,4703,,,,,,,,,1473.191650390625,1454.3668212890625,0.3854869604110718,0.09310979396104813,18.346323013305664
1454.0064697265625,1435.189208984375,0.3772681951522827,0.09386637061834335,18.346160888671875,49.85396957397461,49,4749,,,,,,,,,,,,,
1487.865478515625,1468.3021240234375,0.40586408972740173,0.11880779266357422,19.038660049438477,49.85396957397461,49,4799,,,,,,,,,,,,,
